state,city,udid_loyal,udid_churned,total,perc_churn,index
MAHARASHTRA,KAIJ,31,2,33,6.1%,0.757575758
MAHARASHTRA,PARTUR,31,2,33,6.1%,0.757575758
PUNJAB,MANSA,31,2,33,6.1%,0.757575758
PUNJAB,TAPA,31,2,33,6.1%,0.757575758
UTTAR PRADESH,SAHAWAR,31,2,33,6.1%,0.757575758
WEST BENGAL,BHARATPUR-I,31,2,33,6.1%,0.757575758
WEST BENGAL,BHARATPUR-II,31,2,33,6.1%,0.757575758
KERALA,KOCHI,590,38,628,6.1%,0.756369427
TAMIL NADU,SIVAKASI,327,21,348,6.0%,0.754310345
TELANGANA,SAROORNAGAR,2041,131,2172,6.0%,0.753913444
MAHARASHTRA,AMBARNATH,374,24,398,6.0%,0.753768844
UTTAR PRADESH,KADIPUR,78,5,83,6.0%,0.753012048
TELANGANA,GHATKESAR,500,32,532,6.0%,0.751879699
ANDHRA PRADESH,PENAMALURU,125,8,133,6.0%,0.751879699
CHANDIGARH,CHANDIGARH,564,36,600,6.0%,0.75
JAMMU AND KASHMIR,SRINAGAR (NORTH),141,9,150,6.0%,0.75
UTTAR PRADESH,FATEHABAD,94,6,100,6.0%,0.75
ANDHRA PRADESH,RANASTALAM,47,3,50,6.0%,0.75
ANDHRA PRADESH,VARADAIAHPALEM,47,3,50,6.0%,0.75
UTTAR PRADESH,SHIKARPUR,47,3,50,6.0%,0.75
UTTARAKHAND,KICHHA,690,44,734,6.0%,0.749318801
UTTARAKHAND,RISHIKESH,361,23,384,6.0%,0.748697917
KARNATAKA,BELGAUM,2198,140,2338,6.0%,0.748502994
HARYANA,MAHENDRAGARH,110,7,117,6.0%,0.747863248
TAMIL NADU,MANNARGUDI,110,7,117,6.0%,0.747863248
UTTAR PRADESH,PATTI,110,7,117,6.0%,0.747863248
WEST BENGAL,COOCH BEHAR-II,299,19,318,6.0%,0.746855346
JAMMU AND KASHMIR,BANIHAL,63,4,67,6.0%,0.746268657
UTTAR PRADESH,PADRAUNA,205,13,218,6.0%,0.745412844
RAJASTHAN,BIKANER,221,14,235,6.0%,0.744680851
ANDHRA PRADESH,PALAMANER,79,5,84,6.0%,0.744047619
MAHARASHTRA,BAGLAN,79,5,84,6.0%,0.744047619
UTTAR PRADESH,BANDA,253,16,269,5.9%,0.743494424
TAMIL NADU,CHENNAI,65057,4114,69171,5.9%,0.743447398
MADHYA PRADESH,SATNA,443,28,471,5.9%,0.743099788
CHHATTISGARH,JANJGIR,95,6,101,5.9%,0.742574257
MAHARASHTRA,BARSHI,95,6,101,5.9%,0.742574257
TAMIL NADU,NILAKKOTTAI,111,7,118,5.9%,0.741525424
TELANGANA,ZAHIRABAD,111,7,118,5.9%,0.741525424
UTTAR PRADESH,GHOSI,111,7,118,5.9%,0.741525424
UTTAR PRADESH,BINDKI,127,8,135,5.9%,0.740740741
UTTAR PRADESH,KHALILABAD,175,11,186,5.9%,0.739247312
MAHARASHTRA,NAGPUR,18040,1133,19173,5.9%,0.738668962
MAHARASHTRA,AURANGABAD,2787,175,2962,5.9%,0.738521269
KERALA,MAVELIKKARA,271,17,288,5.9%,0.737847222
UTTAR PRADESH,ALIGARH,1978,124,2102,5.9%,0.737392959
JAMMU AND KASHMIR,UDHAMPUR,415,26,441,5.9%,0.736961451
DELHI,DELHI CANTONMENT,1023,64,1087,5.9%,0.735970561
TAMIL NADU,KALKULAM,192,12,204,5.9%,0.735294118
KARNATAKA,MUDDEBIHAL,176,11,187,5.9%,0.735294118
WEST BENGAL,SALBANI,80,5,85,5.9%,0.735294118
MAHARASHTRA,KHANAPUR,64,4,68,5.9%,0.735294118
WEST BENGAL,COOCH BEHAR-I,64,4,68,5.9%,0.735294118
CHHATTISGARH,MUNGELI,48,3,51,5.9%,0.735294118
UTTAR PRADESH,ALIGANJ,48,3,51,5.9%,0.735294118
ASSAM,UDARBOND,32,2,34,5.9%,0.735294118
GUJARAT,VISAVADAR,32,2,34,5.9%,0.735294118
HARYANA,FATEHPUR PUNDRI,32,2,34,5.9%,0.735294118
HARYANA,TOSHAM,32,2,34,5.9%,0.735294118
WEST BENGAL,KASHIPUR,32,2,34,5.9%,0.735294118
ANDHRA PRADESH,C.BELAGAL,16,1,17,5.9%,0.735294118
ANDHRA PRADESH,CHAGALLU,16,1,17,5.9%,0.735294118
ANDHRA PRADESH,GANTYADA,16,1,17,5.9%,0.735294118
ANDHRA PRADESH,NIDAMARRU,16,1,17,5.9%,0.735294118
ANDHRA PRADESH,OWK,16,1,17,5.9%,0.735294118
ANDHRA PRADESH,PEDDAKADUBUR,16,1,17,5.9%,0.735294118
ANDHRA PRADESH,RENTACHINTALA,16,1,17,5.9%,0.735294118
ANDHRA PRADESH,TANAKAL,16,1,17,5.9%,0.735294118
ANDHRA PRADESH,VADAMALAPETA,16,1,17,5.9%,0.735294118
ASSAM,JALAH (PT),16,1,17,5.9%,0.735294118
BIHAR,PAROO,16,1,17,5.9%,0.735294118
BIHAR,SANGRAMPUR,16,1,17,5.9%,0.735294118
BIHAR,UJIARPUR,16,1,17,5.9%,0.735294118
CHHATTISGARH,KESHKAL,16,1,17,5.9%,0.735294118
CHHATTISGARH,TOKAPAL,16,1,17,5.9%,0.735294118
GUJARAT,JAMKANDORNA,16,1,17,5.9%,0.735294118
HARYANA,SIWANI,16,1,17,5.9%,0.735294118
MAHARASHTRA,CHIMUR,16,1,17,5.9%,0.735294118
RAJASTHAN,DEEG,16,1,17,5.9%,0.735294118
RAJASTHAN,KUSHALGARH,16,1,17,5.9%,0.735294118
RAJASTHAN,VIRATNAGAR,16,1,17,5.9%,0.735294118
TELANGANA,JANNARAM,16,1,17,5.9%,0.735294118
TELANGANA,KATTANGOOR,16,1,17,5.9%,0.735294118
KARNATAKA,HASSAN,594,37,631,5.9%,0.73296355
TAMIL NADU,NAMAKKAL,514,32,546,5.9%,0.732600733
ASSAM,SILCHAR,209,13,222,5.9%,0.731981982
TAMIL NADU,RADHAPURAM,193,12,205,5.9%,0.731707317
TELANGANA,UPPAL,1046,65,1111,5.9%,0.731323132
ANDHRA PRADESH,VIZIANAGARAM,371,23,394,5.8%,0.729695431
JHARKHAND,RANCHI,6737,417,7154,5.8%,0.728613363
HARYANA,PANCHKULA,194,12,206,5.8%,0.72815534
MAHARASHTRA,CHIPLUN,97,6,103,5.8%,0.72815534
TAMIL NADU,TIRUPATHUR,469,29,498,5.8%,0.727911647
BIHAR,DEHRI,81,5,86,5.8%,0.726744186
MADHYA PRADESH,JHANSI,81,5,86,5.8%,0.726744186
WEST BENGAL,KALIACHAK-II,81,5,86,5.8%,0.726744186
KARNATAKA,SHIMOGA,843,52,895,5.8%,0.726256983
MADHYA PRADESH,VIDISHA,227,14,241,5.8%,0.726141079
KARNATAKA,PARASGAD,211,13,224,5.8%,0.725446429
CHHATTISGARH,KURUD (CHORMUDIA),65,4,69,5.8%,0.724637681
MAHARASHTRA,MADHA,65,4,69,5.8%,0.724637681
TAMIL NADU,ILAYANGUDI,65,4,69,5.8%,0.724637681
ANDHRA PRADESH,VIJAYAWADA,1871,115,1986,5.8%,0.723816717
TAMIL NADU,TIRUPPUR,2735,168,2903,5.8%,0.723389597
TAMIL NADU,PARAMATHI-VELUR,114,7,121,5.8%,0.723140496
UTTAR PRADESH,KHURJA,196,12,208,5.8%,0.721153846
BIHAR,MADHEPURA,49,3,52,5.8%,0.721153846
MAHARASHTRA,SHEGAON,49,3,52,5.8%,0.721153846
KARNATAKA,HAVERI,311,19,330,5.8%,0.71969697
PUNJAB,FIROZPUR,131,8,139,5.8%,0.71942446
DELHI,NARELA,2069,126,2195,5.7%,0.717539863
RAJASTHAN,JAISALMER,115,7,122,5.7%,0.717213115
KARNATAKA,RAICHUR,691,42,733,5.7%,0.716234652
KERALA,CHAVAKKAD,461,28,489,5.7%,0.715746421
TAMIL NADU,KUMBAKONAM,297,18,315,5.7%,0.714285714
ANDHRA PRADESH,PEDDAPURAM,66,4,70,5.7%,0.714285714
CHHATTISGARH,DONGARGARH,66,4,70,5.7%,0.714285714
MIZORAM,AIZAWL,66,4,70,5.7%,0.714285714
ANDHRA PRADESH,AMARAVATHI,33,2,35,5.7%,0.714285714
ANDHRA PRADESH,BOMMANAHAL,33,2,35,5.7%,0.714285714
ANDHRA PRADESH,NARPALA,33,2,35,5.7%,0.714285714
ANDHRA PRADESH,RAMBILLI,33,2,35,5.7%,0.714285714
HARYANA,BAWAL,33,2,35,5.7%,0.714285714
ODISHA,CUTTACK,33,2,35,5.7%,0.714285714
RAJASTHAN,KEKRI,33,2,35,5.7%,0.714285714
KERALA,KOLLAM,1486,90,1576,5.7%,0.713832487
TAMIL NADU,VELLORE,611,37,648,5.7%,0.713734568
KARNATAKA,BANTVAL,281,17,298,5.7%,0.713087248
MAHARASHTRA,CHANDRAPUR,232,14,246,5.7%,0.711382114
MADHYA PRADESH,SARDARPUR,83,5,88,5.7%,0.710227273
ANDHRA PRADESH,GUNTAKAL,183,11,194,5.7%,0.708762887
TAMIL NADU,DINDIGUL,483,29,512,5.7%,0.708007813
KARNATAKA,SIRUGUPPA,300,18,318,5.7%,0.70754717
UTTAR PRADESH,HASANPUR,150,9,159,5.7%,0.70754717
MAHARASHTRA,PARNER,100,6,106,5.7%,0.70754717
TELANGANA,CHOUTUPPAL,100,6,106,5.7%,0.70754717
HARYANA,NILOKHERI,50,3,53,5.7%,0.70754717
MADHYA PRADESH,BARAILY,50,3,53,5.7%,0.70754717
MAHARASHTRA,KALYAN,3967,238,4205,5.7%,0.707491082
KARNATAKA,CHIKMAGALUR,567,34,601,5.7%,0.707154742
TELANGANA,HYDERABAD,97980,5869,103849,5.7%,0.706434342
KERALA,SULTHANBATHERY,384,23,407,5.7%,0.706388206
KERALA,KANAYANNUR,6365,381,6746,5.6%,0.70597391
KARNATAKA,CHIKNAYAKANHALLI,117,7,124,5.6%,0.705645161
UTTAR PRADESH,RASRA,117,7,124,5.6%,0.705645161
JAMMU AND KASHMIR,BISHNAH,67,4,71,5.6%,0.704225352
UTTAR PRADESH,BURHANPUR,67,4,71,5.6%,0.704225352
UTTAR PRADESH,ITWA,67,4,71,5.6%,0.704225352
HARYANA,AMBALA,419,25,444,5.6%,0.703828829
KARNATAKA,CHITRADURGA,503,30,533,5.6%,0.703564728
GUJARAT,GANDHINAGAR,1194,71,1265,5.6%,0.701581028
GUJARAT,HALOL,101,6,107,5.6%,0.700934579
ANDHRA PRADESH,MADANAPALLE,320,19,339,5.6%,0.700589971
UTTAR PRADESH,LALGANJ,219,13,232,5.6%,0.700431034
KARNATAKA,HONAVAR,118,7,125,5.6%,0.7
WEST BENGAL,SUTI-II,118,7,125,5.6%,0.7
TAMIL NADU,COIMBATORE,17930,1063,18993,5.6%,0.699599853
UTTAR PRADESH,MAU,574,34,608,5.6%,0.699013158
UTTAR PRADESH,GHAZIPUR,169,10,179,5.6%,0.698324022
GUJARAT,AHMEDABAD,95734,5662,101396,5.6%,0.698005838
UTTAR PRADESH,BAREILLY,1743,103,1846,5.6%,0.697453954
WEST BENGAL,HALDIA,220,13,233,5.6%,0.697424893
GUJARAT,JUNAGADH,271,16,287,5.6%,0.696864111
KARNATAKA,CHITAPUR,187,11,198,5.6%,0.694444444
CHHATTISGARH,TAKHATPUR,153,9,162,5.6%,0.694444444
MADHYA PRADESH,BARWAHA,136,8,144,5.6%,0.694444444
TELANGANA,HANAMKONDA,136,8,144,5.6%,0.694444444
JAMMU AND KASHMIR,HANDWARA,68,4,72,5.6%,0.694444444
TAMIL NADU,THIRUTHURAIPOONDI,68,4,72,5.6%,0.694444444
TAMIL NADU,VADIPATTI,68,4,72,5.6%,0.694444444
WEST BENGAL,EGRA-I,68,4,72,5.6%,0.694444444
ANDHRA PRADESH,THULLUR,51,3,54,5.6%,0.694444444
MADHYA PRADESH,MOHKHED,51,3,54,5.6%,0.694444444
MAHARASHTRA,AUSA,51,3,54,5.6%,0.694444444
MAHARASHTRA,KARANJA,51,3,54,5.6%,0.694444444
UTTAR PRADESH,DATAGANJ,51,3,54,5.6%,0.694444444
ANDHRA PRADESH,BANGARUPALEM,34,2,36,5.6%,0.694444444
BIHAR,ARA,34,2,36,5.6%,0.694444444
BIHAR,HATHUA,34,2,36,5.6%,0.694444444
CHHATTISGARH,BILHA,34,2,36,5.6%,0.694444444
CHHATTISGARH,PATAN,34,2,36,5.6%,0.694444444
GUJARAT,BALASINOR,34,2,36,5.6%,0.694444444
JAMMU AND KASHMIR,TRAL,34,2,36,5.6%,0.694444444
RAJASTHAN,BHADRA,34,2,36,5.6%,0.694444444
TELANGANA,GHANPUR (STATION),34,2,36,5.6%,0.694444444
TELANGANA,MATTAM PALLE,34,2,36,5.6%,0.694444444
WEST BENGAL,BINPUR-I,34,2,36,5.6%,0.694444444
ANDHRA PRADESH,A.KONDURU,17,1,18,5.6%,0.694444444
ANDHRA PRADESH,BALLIKURAVA,17,1,18,5.6%,0.694444444
ANDHRA PRADESH,BUTTAYAGUDEM,17,1,18,5.6%,0.694444444
ANDHRA PRADESH,DORNALA,17,1,18,5.6%,0.694444444
ANDHRA PRADESH,DUGGIRALA,17,1,18,5.6%,0.694444444
ANDHRA PRADESH,GURLA,17,1,18,5.6%,0.694444444
ANDHRA PRADESH,KOMAROLU,17,1,18,5.6%,0.694444444
ANDHRA PRADESH,MUDDANUR,17,1,18,5.6%,0.694444444
ANDHRA PRADESH,RAMASAMUDRAM,17,1,18,5.6%,0.694444444
ANDHRA PRADESH,REGIDI AMADALAVALASA,17,1,18,5.6%,0.694444444
BIHAR,SHERGHATI,17,1,18,5.6%,0.694444444
CHHATTISGARH,SITAPUR,17,1,18,5.6%,0.694444444
HARYANA,NARELA,17,1,18,5.6%,0.694444444
JAMMU AND KASHMIR,BASHOHLI,17,1,18,5.6%,0.694444444
MADHYA PRADESH,BANKHEDI,17,1,18,5.6%,0.694444444
MADHYA PRADESH,HATPIPLYA,17,1,18,5.6%,0.694444444
MAHARASHTRA,BHUDARGAD,17,1,18,5.6%,0.694444444
MAHARASHTRA,DEORI,17,1,18,5.6%,0.694444444
MAHARASHTRA,UMRI,17,1,18,5.6%,0.694444444
RAJASTHAN,CHOHTAN,17,1,18,5.6%,0.694444444
RAJASTHAN,KARAULI,17,1,18,5.6%,0.694444444
RAJASTHAN,KHANDAR,17,1,18,5.6%,0.694444444
RAJASTHAN,NIWAI,17,1,18,5.6%,0.694444444
RAJASTHAN,TONK,17,1,18,5.6%,0.694444444
TAMIL NADU,NANNILAM,17,1,18,5.6%,0.694444444
TAMIL NADU,VALANGAIMAN,17,1,18,5.6%,0.694444444
TELANGANA,SIRKONDA,17,1,18,5.6%,0.694444444
KARNATAKA,UDUPI,1108,65,1173,5.5%,0.692668372
KERALA,CHIRAYINKEEZHU,563,33,596,5.5%,0.692114094
UTTAR PRADESH,DEOBAND,188,11,199,5.5%,0.690954774
UTTAR PRADESH,GARHMUKTESHWAR,137,8,145,5.5%,0.689655172
WEST BENGAL,DURGAPUR,754,44,798,5.5%,0.689223058
TAMIL NADU,ODDANCHATRAM,120,7,127,5.5%,0.688976378
KARNATAKA,ARSIKERE,223,13,236,5.5%,0.688559322
GUJARAT,BHACHAU,103,6,109,5.5%,0.688073394
TELANGANA,NIRMAL,103,6,109,5.5%,0.688073394
UTTAR PRADESH,HANDIA,103,6,109,5.5%,0.688073394
TAMIL NADU,PERAMBALUR,172,10,182,5.5%,0.686813187
MADHYA PRADESH,DUDHI,86,5,91,5.5%,0.686813187
RAJASTHAN,NAWA,86,5,91,5.5%,0.686813187
KERALA,MUVATTUPUZHA,396,23,419,5.5%,0.686157518
BIHAR,ARRAH,155,9,164,5.5%,0.68597561
TAMIL NADU,PALAKKODU,224,13,237,5.5%,0.685654008
UTTAR PRADESH,HATHRAS,224,13,237,5.5%,0.685654008
UTTAR PRADESH,NANPARA,138,8,146,5.5%,0.684931507
UTTAR PRADESH,SAKALDIHA,138,8,146,5.5%,0.684931507
ANDHRA PRADESH,NAIDUPET,69,4,73,5.5%,0.684931507
GUJARAT,VIJAPUR,69,4,73,5.5%,0.684931507
UTTAR PRADESH,BADLAPUR,69,4,73,5.5%,0.684931507
UTTAR PRADESH,BHATPAR RANI,104,6,110,5.5%,0.681818182
UTTAR PRADESH,NAUGARH,104,6,110,5.5%,0.681818182
GUJARAT,KANKREJ,52,3,55,5.5%,0.681818182
MADHYA PRADESH,BUDNI,52,3,55,5.5%,0.681818182
MAHARASHTRA,MEHKAR,52,3,55,5.5%,0.681818182
TELANGANA,NAGARKURNOOL,52,3,55,5.5%,0.681818182
WEST BENGAL,DESHOPRAN,52,3,55,5.5%,0.681818182
MAHARASHTRA,PANVEL,1959,113,2072,5.5%,0.681708494
ANDHRA PRADESH,KAVALI,139,8,147,5.4%,0.680272109
MAHARASHTRA,MALSHIRAS,87,5,92,5.4%,0.679347826
TELANGANA,BODHAN,87,5,92,5.4%,0.679347826
WEST BENGAL,NORTH TWENTY FOUR PARGANAS,10889,625,11514,5.4%,0.6785218
MADHYA PRADESH,GWALIOR,2126,122,2248,5.4%,0.678380783
TAMIL NADU,VANDAVASI,122,7,129,5.4%,0.678294574
ODISHA,BHUBANESWAR,314,18,332,5.4%,0.677710843
UTTAR PRADESH,KASGANJ,157,9,166,5.4%,0.677710843
TAMIL NADU,SANKARI,192,11,203,5.4%,0.677339901
UTTAR PRADESH,PHULPUR,367,21,388,5.4%,0.676546392
KARNATAKA,CHIKBALLAPUR,385,22,407,5.4%,0.675675676
KARNATAKA,RANIBENNUR,350,20,370,5.4%,0.675675676
KARNATAKA,ALAND,105,6,111,5.4%,0.675675676
MADHYA PRADESH,NAGDA,105,6,111,5.4%,0.675675676
GUJARAT,NAVSARI,70,4,74,5.4%,0.675675676
MAHARASHTRA,DINDORI,70,4,74,5.4%,0.675675676
TELANGANA,JANGAON,70,4,74,5.4%,0.675675676
WEST BENGAL,SAGARDIGHI,70,4,74,5.4%,0.675675676
BIHAR,BIKRAMGANJ,35,2,37,5.4%,0.675675676
GUJARAT,HARIJ,35,2,37,5.4%,0.675675676
GUJARAT,UMRETH,35,2,37,5.4%,0.675675676
MAHARASHTRA,BALLARPUR,35,2,37,5.4%,0.675675676
PUNJAB,SUNAM,35,2,37,5.4%,0.675675676
TELANGANA,CHEVELLA,35,2,37,5.4%,0.675675676
WEST BENGAL,JAMALPUR,35,2,37,5.4%,0.675675676
MAHARASHTRA,THANE,14238,813,15051,5.4%,0.675204305
GUJARAT,RAJKOT,8533,487,9020,5.4%,0.674889135
KERALA,KOTTAYAM,561,32,593,5.4%,0.674536256
WEST BENGAL,BERHAMPORE,1508,86,1594,5.4%,0.674404015
MADHYA PRADESH,MURWARA,281,16,297,5.4%,0.673400673
KERALA,KANNUR,1528,87,1615,5.4%,0.673374613
KERALA,TIRUVALLA,211,12,223,5.4%,0.67264574
ASSAM,KOKRAJHAR (PT),88,5,93,5.4%,0.672043011
JAMMU AND KASHMIR,PAMPORE,88,5,93,5.4%,0.672043011
DELHI,PAHAR GANJ,1006,57,1063,5.4%,0.670272813
UTTAR PRADESH,AURAIYA,265,15,280,5.4%,0.669642857
ASSAM,MARGHERITA,106,6,112,5.4%,0.669642857
MADHYA PRADESH,KARERA,53,3,56,5.4%,0.669642857
MADHYA PRADESH,UJJAIN,672,38,710,5.4%,0.669014085
KARNATAKA,BANGARAPET,319,18,337,5.3%,0.667655786
WEST BENGAL,KHARAGPUR-I,461,26,487,5.3%,0.667351129
MADHYA PRADESH,INDORE,25044,1411,26455,5.3%,0.666698167
KARNATAKA,SIRA,213,12,225,5.3%,0.666666667
TAMIL NADU,VIRUDHACHALAM,213,12,225,5.3%,0.666666667
ANDHRA PRADESH,IBRAHIMPATNAM,142,8,150,5.3%,0.666666667
ANDHRA PRADESH,KURABALAKOTA,71,4,75,5.3%,0.666666667
WEST BENGAL,MAHISADAL,71,4,75,5.3%,0.666666667
JHARKHAND,DEOGHAR,89,5,94,5.3%,0.664893617
KERALA,KUNNATHUR,89,5,94,5.3%,0.664893617
KERALA,KUTTANAD,107,6,113,5.3%,0.663716814
KERALA,NEYYATTINKARA,607,34,641,5.3%,0.663026521
TAMIL NADU,THANJAVUR,536,30,566,5.3%,0.66254417
MAHARASHTRA,BID,143,8,151,5.3%,0.662251656
UTTAR PRADESH,KAIRANA,161,9,170,5.3%,0.661764706
UTTAR PRADESH,HARRAIYA,179,10,189,5.3%,0.661375661
UTTAR PRADESH,SALEMPUR,179,10,189,5.3%,0.661375661
UTTAR PRADESH,SARDHANA,216,12,228,5.3%,0.657894737
MAHARASHTRA,PANDHARPUR,126,7,133,5.3%,0.657894737
GOA,PONDA,90,5,95,5.3%,0.657894737
KARNATAKA,BELUR,90,5,95,5.3%,0.657894737
MADHYA PRADESH,MANAWAR,90,5,95,5.3%,0.657894737
TAMIL NADU,SIVAGIRI,90,5,95,5.3%,0.657894737
ANDHRA PRADESH,PENUKONDA,72,4,76,5.3%,0.657894737
CHHATTISGARH,TILDA,72,4,76,5.3%,0.657894737
UTTAR PRADESH,MAT,72,4,76,5.3%,0.657894737
UTTAR PRADESH,UNCHAHAR,54,3,57,5.3%,0.657894737
ANDHRA PRADESH,NAKKAPALLE,36,2,38,5.3%,0.657894737
HIMACHAL PRADESH,JOGINDARNAGAR,36,2,38,5.3%,0.657894737
MAHARASHTRA,KANDHAR,36,2,38,5.3%,0.657894737
UTTAR PRADESH,GABHANA,36,2,38,5.3%,0.657894737
WEST BENGAL,BHAGAWANGOLA-I,36,2,38,5.3%,0.657894737
WEST BENGAL,PATRASAYER,36,2,38,5.3%,0.657894737
ANDHRA PRADESH,KHAJIPET,18,1,19,5.3%,0.657894737
ANDHRA PRADESH,MOPIDEVI,18,1,19,5.3%,0.657894737
BIHAR,KUDRA,18,1,19,5.3%,0.657894737
BIHAR,MAJHAULIA,18,1,19,5.3%,0.657894737
BIHAR,THAKURGANJ,18,1,19,5.3%,0.657894737
BIHAR,THAWE,18,1,19,5.3%,0.657894737
CHHATTISGARH,PENDRAROAD,18,1,19,5.3%,0.657894737
HIMACHAL PRADESH,SARKAGHAT,18,1,19,5.3%,0.657894737
MADHYA PRADESH,CHANDIA,18,1,19,5.3%,0.657894737
MADHYA PRADESH,MAKSOODANGARH,18,1,19,5.3%,0.657894737
MADHYA PRADESH,MALTHON,18,1,19,5.3%,0.657894737
PUNJAB,ZIRA,18,1,19,5.3%,0.657894737
RAJASTHAN,KISHANGARH BAS,18,1,19,5.3%,0.657894737
TELANGANA,VEMULAPALLE,18,1,19,5.3%,0.657894737
WEST BENGAL,NETURIA,18,1,19,5.3%,0.657894737
KERALA,KOZHIKODE,7994,442,8436,5.2%,0.654931247
KERALA,TALAPPILLY,597,33,630,5.2%,0.654761905
HARYANA,BAHADURGARH,181,10,191,5.2%,0.654450262
KERALA,PATHANAPURAM,326,18,344,5.2%,0.654069767
PUNJAB,PATHANKOT,145,8,153,5.2%,0.653594771
TAMIL NADU,UTHAMAPALAYAM,272,15,287,5.2%,0.653310105
DELHI,SARASWATI VIHAR,8021,441,8462,5.2%,0.65144174
MADHYA PRADESH,CHHATARPUR,273,15,288,5.2%,0.651041667
TELANGANA,MEDCHAL,182,10,192,5.2%,0.651041667
RAJASTHAN,CHIRAWA,91,5,96,5.2%,0.651041667
KARNATAKA,BIJAPUR,893,49,942,5.2%,0.650212314
TAMIL NADU,ERODE,986,54,1040,5.2%,0.649038462
KARNATAKA,MANGALORE,3489,191,3680,5.2%,0.648777174
UTTAR PRADESH,SAHJANWA,128,7,135,5.2%,0.648148148
CHHATTISGARH,DURG,1209,66,1275,5.2%,0.647058824
ANDHRA PRADESH,JAGGAYYAPETA,110,6,116,5.2%,0.646551724
JAMMU AND KASHMIR,PALTTAN,110,6,116,5.2%,0.646551724
UTTAR PRADESH,FARIDPUR,110,6,116,5.2%,0.646551724
HIMACHAL PRADESH,BAIJNATH,55,3,58,5.2%,0.646551724
KERALA,VILAVANCODE,55,3,58,5.2%,0.646551724
MAHARASHTRA,YAWAL,55,3,58,5.2%,0.646551724
PUNJAB,AJNALA,55,3,58,5.2%,0.646551724
TAMIL NADU,VILUPPURAM,422,23,445,5.2%,0.646067416
TAMIL NADU,MADURAI,3744,204,3948,5.2%,0.645896657
MAHARASHTRA,JALGAON,404,22,426,5.2%,0.645539906
ANDHRA PRADESH,VISAKHAPATNAM,6397,348,6745,5.2%,0.644922165
MADHYA PRADESH,KHANDWA,350,19,369,5.1%,0.643631436
TAMIL NADU,KARUR,609,33,642,5.1%,0.642523364
WEST BENGAL,HOWRAH,4495,243,4738,5.1%,0.641093288
BIHAR,DUMRA,111,6,117,5.1%,0.641025641
MADHYA PRADESH,MANASA,111,6,117,5.1%,0.641025641
TAMIL NADU,OTTAPIDARAM,74,4,78,5.1%,0.641025641
WEST BENGAL,GAZOLE,74,4,78,5.1%,0.641025641
ANDHRA PRADESH,AMADALAVALASA,37,2,39,5.1%,0.641025641
ANDHRA PRADESH,GORANTLA,37,2,39,5.1%,0.641025641
MAHARASHTRA,RAJURA,37,2,39,5.1%,0.641025641
RAJASTHAN,RAWATSAR,37,2,39,5.1%,0.641025641
TELANGANA,NEREDCHERLA,37,2,39,5.1%,0.641025641
UTTAR PRADESH,GHANGHATA,37,2,39,5.1%,0.641025641
UTTAR PRADESH,MAURANIPUR,37,2,39,5.1%,0.641025641
WEST BENGAL,KHANDAGHOSH,37,2,39,5.1%,0.641025641
KARNATAKA,BAGALKOT,500,27,527,5.1%,0.640417457
WEST BENGAL,RAGHUNATHGANJ-I,167,9,176,5.1%,0.639204545
DELHI,RAJOURI GARDEN,3194,172,3366,5.1%,0.638740345
HIMACHAL PRADESH,UNA,130,7,137,5.1%,0.638686131
UTTAR PRADESH,ETAWAH,316,17,333,5.1%,0.638138138
KERALA,ALUVA,484,26,510,5.1%,0.637254902
MADHYA PRADESH,SEHORE,205,11,216,5.1%,0.636574074
HARYANA,FARIDABAD,4437,238,4675,5.1%,0.636363636
TAMIL NADU,NAGERCOIL,578,31,609,5.1%,0.636288998
KERALA,PALAKKAD,1007,54,1061,5.1%,0.636192271
JAMMU AND KASHMIR,KULGAM,112,6,118,5.1%,0.63559322
JHARKHAND,RAMGARH,56,3,59,5.1%,0.63559322
UTTAR PRADESH,BHANPUR,56,3,59,5.1%,0.63559322
UTTAR PRADESH,SIDHAULI,56,3,59,5.1%,0.63559322
UTTARAKHAND,KASHIPUR,262,14,276,5.1%,0.634057971
DELHI,PATEL NAGAR,6385,340,6725,5.1%,0.63197026
KARNATAKA,HANGAL,94,5,99,5.1%,0.631313131
TAMIL NADU,HOSUR,1318,70,1388,5.0%,0.630403458
KARNATAKA,TIRUMAKUDAL NARSIPUR,132,7,139,5.0%,0.629496403
TAMIL NADU,LALGUDI,132,7,139,5.0%,0.629496403
MADHYA PRADESH,MANDSAUR,283,15,298,5.0%,0.629194631
UTTAR PRADESH,SHAHGANJ,151,8,159,5.0%,0.628930818
TAMIL NADU,ARUPPUKKOTTAI,170,9,179,5.0%,0.62849162
UTTAR PRADESH,BALLIA,359,19,378,5.0%,0.628306878
WEST BENGAL,SOUTH TWENTY FOUR PARGANAS,3347,177,3524,5.0%,0.627837684
UTTAR PRADESH,SAHARANPUR,1060,56,1116,5.0%,0.627240143
KARNATAKA,SAGAR,190,10,200,5.0%,0.625
ANDHRA PRADESH,TADEPALLIGUDEM,95,5,100,5.0%,0.625
UTTARAKHAND,SITARGANJ,95,5,100,5.0%,0.625
UTTAR PRADESH,DEBAI,95,5,100,5.0%,0.625
ANDHRA PRADESH,RAJANAGARAM,76,4,80,5.0%,0.625
UTTAR PRADESH,KANNAUJ,76,4,80,5.0%,0.625
ANDHRA PRADESH,SAMALKOTA,57,3,60,5.0%,0.625
